artist;song;duration_ms;year;tempo;genre;energy;key;loudness
The Goo Goo Dolls;Here Is Gone;238173;2002;102.192;pop, rock;0.685;1;-5.178
JoJo;Leave (Get Out) - Radio Edit;242746;2005;86.891;hip hop, pop, R&B;0.513;5;-8.691
Kevin Lyttle;Turn Me On;192106;2004;106.279;hip hop;0.682;9;-6.879
Owl City;Fireflies;228346;2009;180.114;rock, pop;0.662;3;-6.797
Missy Elliott;One Minute Man (feat. Ludacris);252986;2001;93.839;hip hop, pop, R&B;0.669;9;-8.419
Reik;Me Niego (feat. Ozuna & Wisin);221653;2018;94.023;pop, latin;0.779;0;-4.449
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560;2014;85.979;hip hop, pop, Dance/Electronic;0.73;9;-4.091
The Pussycat Dolls;Beep;229360;2005;103.7;pop, R&B;0.735;7;-6.382
Chris Brown;Kiss Kiss (feat. T-Pain);250666;2007;140.043;hip hop, pop, R&B;0.658;10;-3.386
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
One Direction;Live While We're Young;200186;2012;126.015;pop;0.837;2;-2.063
Nickelback;If Today Was Your Last Day;249066;2008;89.956;rock, metal;0.911;3;-5.749
Sugababes;About You Now;212400;2007;82.499;pop, R&B;0.699;1;-6.065
Kelis;Millionaire;224933;2003;176.051;pop, R&B, Dance/Electronic;0.847;11;-6.636
Kesha;Die Young;211920;2012;128.001;pop, Dance/Electronic;0.7;1;-4.805
Shawn Mendes;Mercy;208733;2017;148.127;pop;0.674;4;-4.882
Ne-Yo;Sexy Love;220853;2006;94.02;pop, R&B;0.516;8;-6.446
Swedish House Mafia;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;206460;2010;125.03;pop, Dance/Electronic;0.929;7;-5.89
Sean Paul;Get Busy;211666;2002;100.202;hip hop, pop;0.824;10;-4.143
Tiësto;Wasted;188371;2014;112.028;pop, Dance/Electronic;0.832;2;-5.595
Dua Lipa;Don't Start Now;183290;2019;123.941;pop;0.793;11;-4.521
Kanye West;Stronger;311866;2007;103.992;hip hop;0.717;10;-7.858
Jason Aldean;Dirt Road Anthem;229413;2010;127.037;country;0.739;2;-5.068
Avril Lavigne;Here's to Never Growing Up;214080;2013;164.986;pop;0.871;0;-3.084
Spiderbait;Black Betty - Edit;205973;2004;124.047;rock;0.865;7;-6.476
Fat Joe;What's Luv? (feat. Ja-Rule & Ashanti);267093;2001;93.955;hip hop, pop;0.707;8;-5.074
DB Boulevard;Point Of View - Radio Edit;231166;2018;129.006;Dance/Electronic;0.715;6;-6.854
Ashanti;Baby;265706;2002;157.596;hip hop, pop, R&B;0.58;4;-5.757
Akon;Locked Up;235066;2004;89.987;pop;0.579;7;-4.475
Selena Gomez;Wolves;197993;2017;124.987;pop;0.804;11;-4.614
Cheat Codes;Sex;228361;2016;102.42;pop, Dance/Electronic;0.692;0;-5.825
Avicii;Wake Me Up;247426;2013;124.08;pop, Dance/Electronic;0.783;2;-5.697
LeAnn Rimes;Can't Fight The Moonlight;215506;2001;97.865;pop, country;0.834;6;-6.341
Bobby Shmurda;Hot N*gga;194561;2014;167.879;hip hop, pop;0.51;9;-7.314
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);217466;2018;114.066;pop;0.794;7;-5.844
David Guetta;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);207272;2016;110.169;hip hop, pop, Dance/Electronic;0.915;9;-3.456
Mario;Let Me Love You;256733;2004;94.514;pop, R&B;0.578;7;-8.97
Rob Thomas;Lonely No More;226640;2005;171.79;pop, Folk/Acoustic;0.896;9;-3.152
Major Lazer;Lean On (feat. MØ & DJ Snake);176561;2015;98.007;hip hop, pop, Dance/Electronic;0.809;7;-3.081
Justin Bieber;As Long As You Love Me;229466;2012;139.691;pop;0.873;0;-3.382
Frankie J;Don't Wanna Try;245293;2003;130.127;hip hop, pop, R&B;0.433;5;-7.577
B2K;Uh Huh;223293;2002;99.699;hip hop, pop, R&B;0.681;2;-4.955
Flo Rida;My House;192190;2015;94.006;hip hop, pop;0.702;7;-4.792
Outkast;The Way You Move (feat. Sleepy Brown);234000;2003;125.999;hip hop, pop;0.597;5;-4.932
Foster The People;Pumped Up Kicks;239600;2011;127.975;rock, pop;0.71;5;-5.849
Adele;Set Fire to the Rain;242973;2011;107.995;pop, R&B;0.67;2;-3.882
DJ Snake;Middle;220573;2016;104.981;hip hop, pop, Dance/Electronic;0.7;9;-5.331
Missy Elliott;Gossip Folks (feat. Ludacris);234893;2002;121.732;hip hop, pop, R&B;0.538;0;-5.264
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561;2016;121.969;pop, Dance/Electronic;0.705;0;-4.684
Mariah Carey;Don't Forget About Us - Radio Edit;233866;2005;143.555;pop, R&B;0.529;10;-6.816
Blue;One Love;207186;2002;95.012;pop;0.722;8;-4.039
Lorde;Team;193058;2013;99.961;pop, Dance/Electronic;0.578;6;-7.436
Coldplay;A Sky Full of Stars;267866;2014;124.97;rock, pop;0.675;6;-6.474
Baby Bash;Baby, I'm Back;219920;2005;100.01;hip hop, pop, R&B, latin;0.365;9;-5.461
KT Tunstall;Black Horse And The Cherry Tree;172373;2005;104.833;World/Traditional, pop, Folk/Acoustic;0.786;4;-7.788
The Weeknd;Call Out My Name;228373;2018;134.17;pop, R&B;0.593;1;-4.954
Marshmello;Spotlight;177600;2018;150.06;pop, Dance/Electronic;0.822;7;-4.483
Robbie Williams;Candy;201053;2012;116.043;pop, rock;0.791;10;-6.63
Coldplay;In My Place;226680;2002;144.636;rock, pop;0.588;9;-5.455
Katy Perry;California Gurls;234653;2012;125.014;pop;0.754;0;-3.729
Alice Deejay;Better Off Alone;214883;2000;136.953;pop;0.88;8;-6.149
Jonas Blue;Mama;181614;2017;104.016;pop, Dance/Electronic;0.792;11;-4.256
The Calling;Wherever You Will Go;208600;2001;112.027;pop;0.719;2;-5.113
Kelly Rowland;Commander;218106;2011;124.638;hip hop, pop, R&B;0.876;11;-3.859
The Neighbourhood;Daddy Issues;260173;2015;85.012;rock, pop;0.521;10;-9.461
The Chainsmokers;Roses;226738;2015;100.001;pop, Dance/Electronic;0.802;4;-7.055
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Linkin Park;BURN IT DOWN;230253;2012;110.006;rock, metal;0.972;9;-4.45
Beyoncé;Check On It (feat. Slim Thug);211186;2006;166.104;pop, R&B;0.887;7;-3.887
Bobby V.;"Slow Down - 12"" Version";258666;2005;186.048;hip hop, pop, R&B;0.732;11;-4.896
Avril Lavigne;I'm with You;223066;2002;151.95;pop;0.406;9;-7.462
Ozuna;Vaina Loca;176133;2018;93.982;latin;0.805;6;-4.249
Calvin Harris;Let's Go (feat. Ne-Yo);232800;2012;128.016;hip hop, pop, Dance/Electronic;0.882;4;-2.932
Céline Dion;A New Day Has Come - Radio Remix;259773;2001;91.969;pop;0.691;6;-5.103
Panjabi MC;Mundian to Bach Ke;244666;2003;98.077;World/Traditional, hip hop;0.879;8;-4.951
Eminem;Like Toy Soldiers;296880;2004;79.178;hip hop;0.768;8;-3.489
Jeezy;Put On;321293;2008;137.616;hip hop, pop;0.77;9;-6.091
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);223973;2003;192.082;hip hop, pop, R&B;0.6;9;-6.569
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
MiMS;This Is Why I'm Hot;253706;2007;80.021;hip hop, pop;0.6;8;-6.349
Klingande;Jubel - Radio Edit;201626;2013;124.938;pop, Dance/Electronic;0.524;0;-7.251
Mýa;My Love Is Like...Wo - Main Mix;209533;2003;132.817;pop, R&B;0.695;4;-6.491
Room 5;Make Luv;212413;2003;124.814;Dance/Electronic;0.887;1;-4.92
Mis-Teeq;Scandalous - U.S. Radio Edit;238840;2004;99.971;pop, Dance/Electronic;0.668;0;-3.935
Snoop Dogg;Sensual Seduction;245520;2007;120.163;hip hop, pop;0.829;11;-3.973
M.I.A.;Paper Planes;205200;2007;172.247;pop, rock;0.848;2;-6.175
Sam Sparro;Black & Gold - Radio Edit;212360;2008;135.968;pop, Dance/Electronic;0.703;4;-5.65
Kevin Gates;2 Phones;240000;2016;121.918;hip hop, pop;0.681;7;-5.267
Kylie Minogue;Love at First Sight;238266;2001;124.994;pop, Dance/Electronic;0.774;3;-6.066
Chingy;Pullin' Me Back;234133;2006;80.0;hip hop, pop, R&B;0.511;7;-6.66
Pretty Ricky;Grind With Me;237733;2005;136.518;hip hop, pop, R&B;0.538;1;-5.952
J. Cole;MIDDLE CHILD;213593;2019;123.984;hip hop;0.364;8;-11.713
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
Wheatus;Teenage Dirtbag;241666;1999;94.661;set();0.85;4;-3.904
K'NAAN;Wavin' Flag;220520;2009;75.974;set();0.699;0;-6.416
Fifth Harmony;Work from Home (feat. Ty Dolla $ign);214480;2016;105.017;pop;0.585;8;-5.861
The Chainsmokers;#SELFIE - Original Mix;183750;2014;127.955;pop, Dance/Electronic;0.915;0;-3.263
Sigala;Easy Love;229813;2018;123.976;pop, Dance/Electronic;0.942;9;-4.208
T.I.;What You Know;274333;2006;73.464;hip hop, pop;0.81;11;-4.365
Beyoncé;Me, Myself and I;301133;2003;83.61;pop, R&B;0.458;1;-9.092
Christina Aguilera;Dirrty (feat. Redman);298853;2002;99.931;pop;0.889;2;-3.073
Lifehouse;Hanging By A Moment;216360;2000;124.599;pop, rock, metal;0.858;1;-4.903
Twenty One Pilots;Ride;214506;2015;74.989;rock;0.713;6;-5.355
Drake;God's Plan;198973;2018;77.169;hip hop, pop, R&B;0.449;7;-9.211
*NSYNC;Bye Bye Bye;200560;2000;172.656;pop;0.928;8;-4.806
Jagged Edge;Promise;246720;2000;128.002;hip hop, pop, R&B;0.568;5;-5.431
Flo Rida;I Cry;223800;2012;126.035;hip hop, pop;0.822;4;-5.441
Ciara;Like a Boy;237053;2006;132.035;pop, R&B;0.724;0;-5.751
Lewis Capaldi;Someone You Loved;182160;2019;109.891;pop;0.405;1;-5.679
Big Brovaz;Nu Flow;201480;2001;148.062;pop;0.726;7;-8.718
Alexandra Burke;Bad Boys (feat. Flo Rida);206480;2009;140.029;pop;0.866;1;-3.684
Westlife;Mandy;199320;2003;105.678;pop;0.636;5;-5.08
Zedd;The Middle;184732;2018;107.01;hip hop, pop, Dance/Electronic;0.657;7;-3.061
Drake;Best I Ever Had;258760;2010;162.161;hip hop, pop, R&B;0.894;5;-2.673
Five;Let's Dance - Radio Edit;218626;2001;118.007;pop;0.821;4;-7.853
Gareth Gates;Anyone of Us (Stupid Mistake);227866;2003;106.986;pop;0.72;1;-6.061
Carly Rae Jepsen;Call Me Maybe;193400;2012;120.021;pop, Dance/Electronic;0.58;7;-6.548
The Pussycat Dolls;When I Grow Up;245680;2008;118.449;pop, R&B;0.685;11;-5.762
Hinder;Better Than Me;223533;2019;139.913;pop, rock, metal;0.682;2;-5.295
Tiësto;Red Lights;263890;2013;124.989;pop, Dance/Electronic;0.829;10;-4.783
Halsey;Without Me;201660;2018;136.041;pop, Dance/Electronic;0.488;6;-7.05
Lloyd;You;273133;2007;130.159;hip hop, pop, R&B;0.876;5;-6.008
Martin Garrix;In the Name of Love;195706;2016;133.99;pop, Dance/Electronic;0.519;4;-5.88
Route 94;My Love (feat. Jess Glynne);259934;2014;119.976;pop, Dance/Electronic;0.622;8;-7.573
Timbaland;If We Ever Meet Again (Featuring Katy Perry);292706;2009;126.091;hip hop, pop, R&B;0.605;8;-7.371
Lil Wayne;Got Money;244626;2008;82.48;hip hop, pop;0.661;7;-4.847
Rascal Flatts;Life is a Highway;276773;2006;103.055;country;0.936;5;-5.409
3OH!3;Starstrukk;203093;2010;139.896;hip hop, pop, rock;0.795;11;-6.086
Taylor Swift;Love Story;236266;2008;118.984;pop;0.741;2;-3.97
DEV;In The Dark;226226;2012;124.954;pop, Dance/Electronic;0.824;8;-4.231
Pitbull;Don't Stop the Party (feat. TJR);206120;2012;127.008;hip hop, pop, latin;0.958;4;-3.617
Marshmello;One Thing Right;181823;2019;88.042;pop, Dance/Electronic;0.625;4;-2.253
The All-American Rejects;Dirty Little Secret;193653;2005;143.853;rock, pop;0.955;10;-4.253
Default;Wasting My Time;268693;2001;147.973;rock, pop, metal;0.769;2;-5.529
Carl Thomas;I Wish;226760;2000;89.824;pop, R&B;0.666;1;-4.929
Janet Jackson;All For You;329933;2001;113.525;pop, R&B;0.934;2;-3.011
Arctic Monkeys;Why'd You Only Call Me When You're High?;161123;2013;92.004;rock;0.631;2;-6.478
Janet Jackson;Doesn't Really Matter;265026;2001;99.316;pop, R&B;0.796;5;-3.081
Pendulum;Propane Nightmares;313346;2008;173.992;Dance/Electronic;0.966;7;-4.13
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Kris Allen;Live Like We're Dying;212506;2009;92.011;pop;0.893;0;-2.948
Halsey;Bad At Love;181279;2017;118.384;pop, Dance/Electronic;0.751;0;-3.539
Adele;Rumour Has It;223266;2011;120.052;pop, R&B;0.748;0;-5.014
Miley Cyrus;We Can't Stop;231240;2013;80.003;pop;0.622;1;-5.794
Clean Bandit;Solo (feat. Demi Lovato);222653;2018;105.005;pop, Dance/Electronic;0.636;11;-4.546
Imagine Dragons;Thunder;187146;2017;167.88;rock;0.81;0;-4.749
Avicii;Silhouettes - Original Radio Edit;211880;2012;128.074;pop, Dance/Electronic;0.8;5;-6.235
Rag'n'Bone Man;Human;200186;2017;75.087;R&B;0.707;9;-4.097
Michael Jackson;You Rock My World;337733;2001;95.0;pop, R&B;0.673;4;-3.132
Ginuwine;Differences;265533;2001;62.876;hip hop, pop, R&B;0.594;3;-4.578
Drake;Too Good;263373;2016;117.996;hip hop, pop, R&B;0.653;7;-7.839
Beyoncé;Single Ladies (Put a Ring on It);193213;2008;193.437;pop, R&B;0.584;1;-5.293
James Blunt;Goodbye My Lover;258653;2005;89.567;pop;0.261;4;-12.591
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
P!nk;F**kin' Perfect;213413;2010;91.964;pop;0.671;7;-4.788
Avicii;I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;208316;2012;127.946;pop, Dance/Electronic;0.79;6;-3.782
Cardi B;Bodak Yellow;223962;2017;125.022;hip hop, pop;0.723;11;-5.792
Taylor Swift;Back To December;293026;2010;141.893;pop;0.67;2;-4.663
Girls Aloud;Love Machine;205360;2004;116.02;pop, Dance/Electronic;0.95;7;-4.21
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Joel Adams;Please Don't Go;210580;2015;84.264;R&B;0.768;4;-4.868
The Game;My Life;320893;2008;148.113;hip hop, pop;0.766;11;-5.018
G-Eazy;Good Life (with G-Eazy & Kehlani);225520;2017;168.073;hip hop, pop;0.778;1;-5.208
Usher;Pop Ya Collar - Radio Edit;210813;2016;106.957;hip hop, pop, R&B;0.8;5;-3.944
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Flipp Dinero;Leave Me Alone;195637;2019;150.024;hip hop, pop;0.743;7;-2.806
N.O.R.E.;Nothin';264653;2002;97.035;hip hop, pop;0.863;3;-6.118
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Alessia Cara;Here;199453;2016;120.493;pop, R&B;0.822;0;-3.974
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;162333;2002;133.592;pop;0.762;7;-5.044
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
Mariah Carey;Obsessed;242200;2009;86.443;pop, R&B;0.468;10;-5.557
Scissor Sisters;Comfortably Numb;266040;2004;116.972;pop, rock, Dance/Electronic;0.924;7;-6.466
Santana;Into the Night (feat. Chad Kroeger);222440;2007;127.981;rock, blues, latin;0.844;7;-4.678
Trapt;Headstrong;285569;2002;184.981;rock, metal;0.896;4;-5.819
Sonique;It Feels So Good;240866;2000;135.012;pop;0.677;5;-7.278
G-Eazy;Him & I;268866;2017;87.908;hip hop, pop;0.731;2;-6.343
OPM;Heaven Is a Halfpipe (If I Die);257426;2000;95.9;rock;0.894;8;-6.886
Britney Spears;Toxic;198800;2003;143.04;pop;0.838;5;-3.914
Gwen Stefani;Cool;189333;2004;112.019;pop, R&B;0.721;2;-3.52
Charli XCX;Boom Clap;169866;2014;91.999;pop, Dance/Electronic;0.911;4;-2.28
Jaheim;Put That Woman First;245773;2002;78.935;pop, R&B;0.536;5;-8.804
Faith Evans;I Love You;267160;2001;168.004;hip hop, pop, R&B;0.757;11;-4.062
Lady Gaga;The Edge Of Glory;320546;2011;127.952;pop;0.768;9;-6.477
Shontelle;Impossible;226533;2010;90.034;pop, R&B;0.624;8;-3.631
Paramore;Still into You;216013;2013;136.01;pop, rock;0.923;5;-3.763
Akon;Lonely;235800;2004;90.098;pop;0.532;5;-7.88
Daya;Sit Still, Look Pretty;202221;2016;181.994;rock, pop, Dance/Electronic;0.739;2;-4.081
Becky G;Shower;206166;2014;119.987;pop, latin;0.529;2;-7.548
Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;257333;2016;97.007;pop;0.515;11;-5.0
Christina Aguilera;I Turn to You;273706;1999;127.177;pop;0.47;1;-8.356
Kent Jones;Don't Mind;198236;2016;158.777;hip hop;0.771;8;-4.503
Banx & Ranx;Answerphone (feat. Yxng Bane);190920;2018;113.021;Dance/Electronic;0.834;1;-3.928
Daft Punk;Lose Yourself to Dance (feat. Pharrell Williams);353893;2013;100.163;hip hop, Dance/Electronic;0.659;10;-7.828
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
David Guetta;Who's That Chick? (feat. Rihanna);201040;2010;127.938;hip hop, pop, Dance/Electronic;0.602;11;-4.733
ZAYN;PILLOWTALK;203686;2016;124.909;pop, Dance/Electronic;0.702;11;-4.271
Omarion;Post to Be (feat. Chris Brown & Jhene Aiko);226580;2014;97.448;hip hop, pop, R&B;0.676;10;-5.655
Staind;It's Been Awhile;264706;2001;116.529;rock, metal;0.774;6;-4.054
Jessie J;Do It Like A Dude;195240;2011;140.036;hip hop, pop;0.843;2;-3.672
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;332300;2018;173.948;hip hop, pop;0.831;1;-4.75
Twista;Sunshine (feat. Anthony Hamilton);226013;2004;98.523;hip hop, pop, R&B;0.888;11;-5.337
Nicky Jam;X;172854;2019;179.968;latin;0.749;9;-5.298
Chris Brown;Turn Up the Music;227973;2012;129.925;hip hop, pop, R&B;0.841;1;-5.792
Backstreet Boys;Shape of My Heart;230093;2000;96.102;pop;0.786;9;-4.353
Black Eyed Peas;Hey Mama;214893;2003;100.15;hip hop, pop;0.866;4;-6.345
Black Eyed Peas;The Time (Dirty Bit);307640;2010;127.979;hip hop, pop;0.813;6;-7.798
Mariah Carey;It's Like That;203360;2005;95.953;pop, R&B;0.633;8;-4.875
Kendrick Lamar;Swimming Pools (Drank) - Extended Version;313786;2012;74.132;hip hop;0.485;1;-7.745
Jonas Blue;Fast Car;212424;2015;113.945;pop, Dance/Electronic;0.57;9;-6.994
MIKA;Grace Kelly;187733;2006;122.229;pop;0.828;0;-5.799
Katy Perry;Wide Awake;220946;2012;159.814;pop;0.683;5;-5.099
Craig David;Rise & Fall (feat. Sting);287226;2002;83.373;hip hop, pop, R&B;0.589;6;-7.51
Sandi Thom;I Wish I Was a Punk Rocker (with Flowers in My Hair);151640;2006;108.102;World/Traditional, pop;0.465;4;-6.815
Ariana Grande;Problem;193920;2014;103.008;pop;0.805;1;-5.352
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
Will Young;Leave Right Now;214733;2003;81.931;pop;0.445;6;-8.674
will.i.am;Scream & Shout;283400;2013;130.033;hip hop, pop;0.685;5;-6.849
Basement Jaxx;Good Luck;282306;2003;154.07;pop, Dance/Electronic;0.968;5;-3.092
Jennifer Lopez;Ain't It Funny;246160;2001;99.825;hip hop, pop, R&B;0.869;5;-4.525
Juice WRLD;Robbery;240050;2019;159.966;hip hop;0.692;2;-5.122
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";322226;2004;171.355;hip hop;0.735;2;-4.616
Disclosure;Latch;255631;2013;121.985;pop, Dance/Electronic;0.727;1;-5.456
Westlife;You Raise Me Up;241066;2005;75.048;pop;0.358;10;-6.596
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;234800;2003;104.946;hip hop, pop, R&B;0.752;1;-8.831
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Eminem;Cleanin' Out My Closet;297840;2002;148.015;hip hop;0.758;9;-4.753
Offset;Clout (feat. Cardi B);205803;2019;140.022;hip hop, pop;0.622;1;-7.384
The Corrs;Breathless;207506;2000;126.988;pop, Folk/Acoustic;0.82;11;-7.754
MEDUZA;Piece Of Your Heart;152913;2019;124.08;pop, Dance/Electronic;0.744;10;-6.806
Anne-Marie;Alarm;205593;2016;146.928;pop, Dance/Electronic;0.589;0;-5.093
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173;2017;97.979;hip hop, pop;0.672;0;-3.094
Kelly Clarkson;My Life Would Suck Without You;211493;2009;144.982;pop, R&B;0.882;9;-4.006
Modjo;Lady - Hear Me Tonight;307153;2001;126.041;Dance/Electronic;0.808;6;-5.627
Akon;I Wanna Love You;247066;2006;99.989;pop;0.45;0;-9.387
Gorgon City;Ready For Your Love;198880;2014;121.939;pop, Dance/Electronic;0.753;5;-7.038
Empire of the Sun;Walking On A Dream;198440;2008;126.975;rock, pop, Dance/Electronic;0.701;5;-5.594
Chris Brown;Run It! (feat. Juelz Santana);229866;2005;100.969;hip hop, pop, R&B;0.482;1;-6.721
Drake;Hold On, We're Going Home;227880;2013;99.993;hip hop, pop, R&B;0.414;6;-7.436
Trey Songz;Bottoms Up (feat. Nicki Minaj);242013;2010;74.008;hip hop, pop, R&B;0.601;1;-5.283
PSY;Gangnam Style (강남스타일);219493;2012;132.067;pop;0.937;11;-2.871
Hayden James;NUMB;217296;2019;147.932;pop, Dance/Electronic;0.558;10;-7.046
Soulja Boy;Crank That (Soulja Boy);221933;2007;140.141;hip hop, pop;0.74;0;-2.18
Selena Gomez;Fetish (feat. Gucci Mane);186112;2017;123.013;pop;0.618;2;-4.424
The Rasmus;In the Shadows;257920;2003;105.991;metal;0.796;2;-4.481
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
Guy Sebastian;Battle Scars (feat. Lupe Fiasco);250080;2012;83.993;pop;0.863;5;-2.632
Calvin Harris;Under Control (feat. Hurts);184280;2014;126.094;hip hop, pop, Dance/Electronic;0.915;8;-3.405
Snow Patrol;You're All I Have;273333;2006;132.013;World/Traditional, rock, pop;0.921;2;-4.554
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
Joe;Stutter (feat. Mystikal) - Double Take Remix;213026;2000;89.989;pop, R&B;0.759;6;-6.516
Nickelback;Far Away;238173;2005;132.918;rock, metal;0.797;6;-5.153
Britney Spears;Womanizer;224400;2008;139.0;pop;0.695;11;-5.226
Ying Yang Twins;Wait (The Whisper Song);179160;2005;102.017;hip hop, pop;0.513;7;-13.203
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
Ne-Yo;So Sick;207186;2006;92.791;pop, R&B;0.574;6;-8.336
Klangkarussell;Sonnentanz - Sun Don't Shine;238120;2014;119.74;pop, Dance/Electronic;0.549;5;-8.262
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Sophie Ellis-Bextor;Murder On The Dancefloor;230013;2002;117.31;pop, Dance/Electronic;0.848;1;-5.285
Robyn;Dancing On My Own;288670;2010;117.015;pop, Dance/Electronic;0.865;6;-4.663
Jeezy;Soul Survivor;280013;2005;84.03;hip hop, pop;0.493;10;-7.728
Flo Rida;Right Round;204640;2009;124.986;hip hop, pop;0.672;7;-6.852
Megan Thee Stallion;Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);199427;2019;98.985;hip hop, pop, R&B;0.814;0;-4.568
Juanes;La Camisa Negra;216706;2004;97.007;pop, latin;0.731;6;-4.419
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;238600;2001;89.767;hip hop, pop;0.793;6;-4.699
Jax Jones;All Day And Night;169303;2019;121.908;hip hop, pop, Dance/Electronic;0.782;1;-4.101
Shop Boyz;Party Like A Rock Star;253400;2007;144.972;hip hop, pop;0.709;7;-4.633
Coldplay;Violet Hill;222653;2008;76.093;rock, pop;0.58;1;-7.875
Desiigner;Tiimmy Turner;239853;2016;122.803;hip hop, pop;0.725;6;-3.054
The Saturdays;What About Us;220682;2013;123.973;pop, Dance/Electronic;0.68;7;-4.751
Sean Paul;Like Glue;232506;2002;97.917;hip hop, pop;0.78;1;-5.038
MARINA;How to Be a Heartbreaker;221493;2012;140.05;pop, Dance/Electronic;0.897;11;-4.696
ScHoolboy Q;Collard Greens;299960;2014;153.972;hip hop, pop;0.571;11;-4.871
Nelly Furtado;Say It Right;223080;2006;116.948;hip hop, pop, latin;0.872;1;-6.328
Darude;Sandstorm;225493;2001;136.065;pop, Dance/Electronic;0.965;11;-7.984
Shinedown;Second Chance;222066;2008;100.011;rock, metal;0.796;0;-4.501
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
BLACKPINK;Kill This Love;189052;2019;131.98;pop;0.861;2;-4.141
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Chris Brown;Forever;278573;2008;120.005;hip hop, pop, R&B;0.82;11;-4.456
Post Malone;Wow.;149546;2019;99.96;hip hop;0.539;11;-7.359
Becky G;Sin Pijama;188560;2018;94.014;pop, latin;0.745;11;-3.695
Jamie Foxx;Blame It;289746;2008;176.052;hip hop, pop, R&B;0.614;7;-5.426
Christina Milian;AM To PM;231213;2001;105.005;hip hop, pop, R&B;0.868;10;-3.036
Bridgit Mendler;Ready or Not;200946;2012;93.043;pop;0.872;2;-3.835
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
Brandy;Full Moon;248933;2002;105.922;hip hop, pop, R&B;0.654;10;-4.823
Jonas Brothers;Only Human;183000;2019;94.01;pop;0.496;0;-5.883
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
Alicia Keys;You Don't Know My Name;366733;2003;167.078;pop, R&B;0.663;9;-8.264
Mis-Teeq;All I Want - Sunship Radio Edit;207400;2004;134.079;pop, Dance/Electronic;0.919;9;-3.07
Green Day;21 Guns;321093;2009;159.779;rock;0.742;5;-4.939
La Roux;In For The Kill;248626;2009;150.01;pop, Dance/Electronic;0.969;8;-0.276
JAY-Z;Numb / Encore;205733;2004;107.045;hip hop;0.793;2;-4.254
JAY-Z;03' Bonnie & Clyde;205560;2002;89.64;hip hop;0.678;9;-5.148
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
